Property Id,Property Name,"NYC Borough, Block and Lot (BBL)",NYC Building Identification Number (BIN),Address 1,City,Postal Code,ENERGY STAR Score,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site Electricity Intensity (kWh/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),National Median Source EUI (kBtu/ft²),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh)
4946266,AKAM - 400 East 85th Street,1-01564-0047,1050520,400 East 85th Street,New York,10028,73,50,59.0,58.7,70.1,12866797.9,12795954.7,5.0,92.2,91.3,109.4,20085281.3,19886920.1,3757224.8,1101179.5,1080416.5,1101180.0
6694541,DEPM 7520 - 112 East 83rd Street,1-01511-0065,1047635,112 East 83rd Street,New York,10028,66,50,62.1,66.4,69.2,2488347.5,2660735.9,6.8,104.6,108.6,116.5,4187575.2,4347810.1,934301.7,273828.1,271543.3,273828.2
4946232,AKAM - 20 East 35th Street,1-00864-7501,1017114,20 East 35th Street,New York,10016,52,50,71.3,76.6,72.4,15227018.9,16357606.9,5.2,107.2,111.5,108.9,22898810.8,23808452.8,3948823.4,1157333.8,1110863.3,1157334.0
5764076,DEPM 1018 - 10 Madison Square West,1-00826-7501,1015602,10 Madison Square West,New York,10010,52,50,44.4,44.4,45.2,15345761.9,15345761.9,13.0,124.1,124.1,126.3,42920113.3,42920113.3,15318321.9,4489542.8,4489542.8,4489543.0
2676042,DEPM 1966 - 980 Fifth Ave,1-01491-0001,1046426,980 Fifth Avenue,New York,10075,4,50,87.1,91.7,57.6,19423051.1,20454497.7,8.5,152.1,156.4,100.7,33939997.4,34901572.3,6620877.2,1940467.9,1889209.5,1940468.0
21294049,AKAM - 108 East 91st Street,1-01519-0067,1048283,108 East 91st Street,New York,11212,81,50,69.4,73.6,88.2,2886216.8,3059847.0,3.1,92.0,96.0,117.0,3827629.9,3995180.8,455487.0,133495.6,131023.5,133495.6
15568369,AKAM - 579 West 215th Street,1-02250-0084,1065087,579 West 215th Street,New York,10034,62,50,86.7,93.3,94.5,6775813.9,7291711.3,3.3,111.8,117.5,121.8,8732630.1,9183342.8,924586.0,270980.6,255743.7,270980.7
2666560,SW - 142-02 84th Dr,4-09712-0161,4207733,142-02 84th Drive,Queens,11370,67,50,99.0,105.9,111.0,5655094.0,6048908.9,4.8,133.3,139.7,149.4,7615197.4,7977731.6,964793.6,282764.8,274228.3,282764.8
4949677,AKAM - 7-11 East 13th Street,1-00571-7501,1009403;1083135,7-11 East 13th Street,New York,10003,61,50,67.8,73.8,74.7,5374280.0,5844203.4,6.3,108.8,115.0,119.9,8620407.9,9113827.5,1701379.4,498645.7,498645.7,498645.8
4952692,AKAM - 78-10 34th Avenue,4-01265-0001,4029132,78-10 34th Avenue,Queens,11372,72,50,68.0,74.4,79.3,5153689.3,5643344.6,2.6,87.6,93.9,102.3,6645104.6,7119072.5,704989.1,206620.5,199892.9,206620.5
2675782,DEPM 1164 - 1111 Park Ave,1-01518-0069,1048136,1111 Park Avenue,New York,10128,94,50,51.8,56.2,79.4,10718825.7,11620198.1,4.0,78.5,83.0,120.1,16225936.6,17172377.7,2840668.4,832552.2,832552.2,832552.3
6629477,Rocklyn: 92-70 220th St,4107040020,4229342,92-70 220th St,Queens,11428,94,50,40.3,42.8,83.5,3617708.0,3838355.5,1.6,51.8,54.4,107.3,4646307.5,4877987.5,484408.1,141971.9,141971.9,141971.9
15568433,AKAM - 45 Plaza Street West,3-01064-0021,3024626,45 Plaza Street West,Brooklyn,11217,82,50,68.9,74.4,88.6,3183299.2,3439306.7,3.3,92.4,97.7,118.8,4269088.0,4513062.8,529499.3,155187.4,151028.4,155187.4
2672587,DEPM 2404 - 136 East 56th St,1-01310-0059,1036528,136 East 56th Street,New York,10028,19,50,81.1,81.6,64.3,15242649.6,15333379.3,8.3,142.0,142.6,112.7,26693824.8,26802976.3,5304129.2,1554551.2,1554551.2,1554551.0
6669102,AKAM - 205 East 59th Street,1-01414-7502,1087103,205 East 59th Street,New York,10022,9,50,90.9,96.0,62.9,10717619.8,11320595.6,13.5,176.0,181.4,121.8,20760978.5,21394103.2,5432844.4,1592275.4,1592275.4,1592276.0
2704584,DEPM 1470 - 333 East 43rd St,1-01336-0015,1038666,333 East 43rd Street,New York,10017,70,50,85.9,93.4,99.0,12805840.6,13917122.0,5.4,120.7,127.5,139.0,17978829.5,19004617.1,2812224.1,824215.6,808397.9,824215.7
4952018,AKAM - 41 West 72nd Street,1-01125-7501,1028633,41 West 72nd Street,New York,10023,76,50,77.4,83.1,94.0,7693986.2,8259913.9,5.4,112.1,117.1,136.2,11151947.6,11645447.1,1886810.7,552992.5,540207.0,552992.6
4952413,DEPM 1578 - 750 Park Avenue,1-01386-0037,1041364,750 Park Avenue,New York,10021,84,50,59.1,63.9,77.6,4558069.0,4925791.3,3.7,84.0,89.0,110.2,6470500.5,6856609.0,962587.5,282118.2,282118.2,282118.2
10894221,Progressive - 228-238 Nagle Avenue,1-02218-0035,1087447,228-238 Nagle Avenue,New York,10034,47,50,118.1,122.3,115.5,12344869.5,12779961.1,7.0,166.9,169.9,163.2,17443519.1,17760439.8,2560803.5,750528.5,727094.3,750528.6
2665482,Stellar - 701 West 177th Street,1-02176-0074,1064272,701 West 177th Street,New York,10033,5,50,163.1,168.6,108.0,12233555.4,12646394.0,12.0,244.0,248.5,161.6,18298798.2,18634817.5,3116322.9,913341.9,897019.4,913342.0
5864817,AKAM - 1485 Pacific Street,3-01203-0044,3397030,1485 Pacific Street,Brooklyn,11216,25,50,64.3,65.5,49.8,12409264.7,12646527.3,16.3,164.6,165.9,127.4,31762191.1,32011316.8,10704264.7,3137240.2,3137240.2,3137241.0
6667535,AKAM - 415 Washington Street,1-00218-7504,1088611,415 Washington Street,New York,10013,49,50,64.9,65.6,64.8,3649136.4,3685067.7,9.6,126.4,125.9,126.1,7103968.9,7074819.8,1869929.0,548044.8,536844.5,548044.8
15568375,AKAM - 24-16 Queens Plaza South,4-00424-7501,4005063,24-16 Queens Plaza South,Queens,11101,74,50,37.2,38.9,44.3,4114379.8,4305573.0,11.2,102.9,107.7,122.5,11379485.2,11914825.9,4033935.1,1182278.6,1238314.1,1182279.0
6603562,DEPM 2586 - 350 East 57th Street,1-01349-0032,1039987,350 East 57th Street,New York,10022,92,50,45.4,48.7,66.2,3429344.2,3679323.0,3.5,74.4,77.8,108.4,5616697.0,5872161.5,940500.9,275645.0,267373.3,275645.0
6669102,AKAM - 205 East 59th Street,1-01414-7502,1087103,205 East 59th Street,New York,10022,9,50,90.9,96.0,62.9,10717619.8,11320595.6,13.5,176.0,181.4,121.8,20760978.5,21394103.2,5432844.4,1592275.4,1592275.4,1592276.0
2665452,Stellar - 105 Haven Avenue,1-02139-0187,1063418,105 Haven Avenue,New York,10032,65,50,86.4,92.5,95.7,5060392.3,5420045.0,3.7,113.9,119.3,126.1,6669673.3,6990503.1,775006.5,227141.4,217627.8,227141.4
6309259,300 West End Avenue,1-01166-0001,1030718,300 West End Avenue,New York,10023,94,50,53.7,56.9,83.1,6708080.4,7112333.5,4.4,83.3,86.0,129.0,10416219.8,10744692.6,1927277.4,564852.6,548776.1,564852.7
6667523,AKAM - 530 East 76th Street,1-01487-7502,1072696,530 East 76th Street,New York,10021,11,50,97.0,95.8,71.4,36123558.2,35669980.9,6.9,154.2,152.5,113.6,57452407.9,56794185.9,8796376.7,2578070.2,2557414.4,2578071.0
6694541,DEPM 7520 - 112 East 83rd Street,1-01511-0065,1047635,112 East 83rd Street,New York,10028,66,50,62.1,66.4,69.2,2488347.5,2660735.9,6.8,104.6,108.6,116.5,4187575.2,4347810.1,934301.7,273828.1,271543.3,273828.2
3116207,Regent Equities LLC,4-01581-0001,4039447,83-45 Broadway,Elmhurst,11373,59,50,84.5,88.1,89.9,16206894.9,16913385.9,4.1,111.6,114.3,118.9,21425770.4,21936871.1,2800915.4,820901.2,787586.4,820901.3
4042543,DEPM 1860-2 - Cosmopolitan Assoc #2,4-01219-0032,4431285;4431286;4431287;4431288;4431289;4431290,37-06 66th Street,Queens,11377,69,50,104.1,110.9,118.9,17139001.9,18257149.4,3.8,133.3,139.1,152.2,21947049.1,22900594.2,2257769.8,661714.4,624784.3,661714.5
20662113,DEPM 1202 - 111 Varick Street,1-00578-0071,1090671,111 Varick Street,New York,10013,97,50,26.7,26.7,44.6,3266964.3,3266964.3,6.5,66.7,66.7,111.5,8173685.1,8173685.1,2710498.6,794401.6,794401.6,794401.7
4952764,AKAM - 73-11 Bell Boulevard,4-07738-0001,4453072;4453073;4444457;4444459;4444458,73-11 Bell Boulevard,Queens,11364,75,50,66.7,72.6,80.0,12634491.4,13738044.3,3.5,91.5,97.2,109.7,17329484.8,18401743.0,2321867.9,680500.5,666018.4,680500.6
2709798,"ZEISSER REATLY, LLC",2032190232,2101734,153 FATHER ZEISER PLACE,BRONX,10468,63,50,89.2,94.2,97.9,12304915.6,12997167.7,4.3,120.4,124.5,132.1,16611044.6,17174988.1,2109076.1,618134.8,590849.4,618134.8
2679751,DEPM 7628 - 444 West 19th St,1-00716-7501,1012565,444 West 19th Street,New York,10011,52,50,55.3,57.4,56.2,2803287.6,2908396.2,10.4,119.9,122.1,121.8,6075316.7,6185680.8,1789637.0,524512.5,524512.5,524512.6
10546474,Stellar - 211 Mcguinness Boulevard,3-02576-7501,3379800,211 Mcguinness Boulevard,Brooklyn,11222,62,50,53.5,55.6,57.9,11333992.4,11784434.2,9.5,111.0,115.4,120.3,23532928.4,24462145.1,6646992.2,1948121.7,2024533.2,1948122.0
4940501,ZARA - 148-48 88 Avenue,4-09693-0029,4207097,148-48 88 Avenue,Jamaica,11435,59,50,83.8,87.7,89.1,6987895.7,7309933.2,4.6,115.8,119.4,123.1,9656732.6,9953387.2,1325395.5,388451.1,381503.5,388451.2
2660185,DEPM 2276 - 30 East 72nd St,1-01386-0049,1041368,30 East 72nd Street,New York,10021,83,50,59.2,63.8,76.8,3721414.8,4009800.6,6.0,98.7,102.9,128.0,6201889.1,6461471.7,1311087.7,384257.8,377019.1,384257.8
12711955,Arden: 131 Beach 119th St,4162290041,4304877,131 Beach 119th St,Queens,11694,100,50,15.5,15.4,48.3,582810.0,578829.4,3.5,37.4,37.1,116.7,1408408.6,1397263.1,455119.0,133387.7,132221.1,133387.7
4945408,AKAM - 211 West 61st Street,1-01154-7502,1030329,211 West 61st Street,New York,10023,12,50,124.7,129.4,80.6,14639079.0,15184607.6,22.7,266.2,271.1,171.9,31242935.1,31815740.1,9069658.4,2658164.5,2658164.5,2658165.0
4409390,Stonehenge SL Green - 400 East 57th Street,1-01368-0001,1040466,400 East 57th Street,New York,10022,76,50,75.9,81.8,91.7,22405036.0,24120822.1,4.8,108.6,114.4,131.2,32039120.0,33740755.7,4865047.0,1425863.5,1409126.0,1425864.0
10894159,Progressive - 256 East 169th Street,2-02450-0029,2002615,256 East 169th Street,Bronx,10456,55,50,93.4,98.1,96.5,2479154.5,2604880.8,5.7,133.6,137.1,138.1,3546186.6,3638700.1,538899.6,157942.4,151327.3,157942.4
2693134,DEPM 2320 - 145 West 86th St,1-01217-0014,1032191,145 West 86th Street,New York,10024,88,50,62.2,68.1,86.6,6345700.7,6947018.7,3.4,84.4,89.6,117.4,8604921.2,9144177.0,1223705.6,358647.5,347480.2,358647.6
2681980,DEPM 1880 - 235 East 57th St,1-01331-0017,1038598,235 East 57th Street,New York,10022,8,50,129.8,138.2,91.6,6488361.3,6912387.2,12.4,225.1,233.2,158.9,11253668.4,11660797.7,2179589.2,638801.0,620173.8,638801.1
4951990,AKAM - 350 West 53rd Street,1-01043-7503,1025247;1025248,350 West 53rd Street,New York,10019,7,50,99.5,104.3,68.8,5234461.7,5485295.6,12.6,179.4,184.4,124.0,9438465.5,9701841.0,2252731.8,660237.8,660237.8,660237.9
11985439,AKAM - 25-21 43rd Avenue,4-00430-7501,4617481,25-21 43rd Avenue,Queens,11101,94,50,49.3,51.5,75.0,4920455.8,5132621.2,4.0,76.7,78.1,116.7,7650115.5,7788961.9,1419221.1,415949.9,401894.0,415949.9
3107152,DEPM 1116 - 520 East 86th St,1-01582-0040,1051249,520 East 86th Street,New York,10028,90,50,59.4,63.6,84.4,7215376.5,7723101.7,3.1,80.8,85.2,114.8,9814523.8,10347635.3,1279073.4,374874.9,374874.9,374875.0
4952006,AKAM - 333 West 57th Street,1-01048-7504,1082450,333 West 57th Street,New York,10019,84,50,53.7,57.8,71.6,10961901.6,11815427.2,4.1,81.2,84.9,108.4,16597368.9,17348784.8,2907069.8,852013.3,827765.1,852013.4
6650066,Sapphire Center- 35-15 Parsons,4050030006,4113182,35-15 Parsons Blvd,Queens,11354,54,50,133.2,131.3,137.7,8789872.8,8664216.6,16.9,243.8,238.5,252.2,16092687.7,15740850.4,3921897.9,1149442.4,1112614.7,1149443.0
21311497,AKAM - Campus - TV3,3-07274-0060;3-07274-0015;3-07274-0001,3196586;3196581;3196580,2915 West 5th Street / 440 Neptune Avenue,Brooklyn,11224,71,50,78.1,84.2,90.7,136039226.2,146581173.8,3.9,106.8,111.7,123.9,185954870.0,194502366.9,24636390.0,7220512.0,6798212.9,7220513.0
2665471,Stellar - 117-23 Dyckman Street,1-02217-0001,1064707,117-23 Dyckman Street,New York,10040,18,50,95.5,95.5,75.8,6732998.3,6732998.3,7.7,146.0,146.0,115.9,10293497.7,10293497.7,1842199.7,539917.8,539917.8,539917.9
4951933,AKAM - 10 Park Avenue,1-00864-0035,1017105,10 Park Avenue,New York,10016,50,50,78.7,85.9,78.9,17882914.9,19518655.0,5.0,122.4,130.2,122.6,27801458.2,29565511.8,4028561.6,1180703.7,1143299.5,1180704.0
4951974,AKAM - 30 West 60th Street / 345 West 58th Street,1-01049-0001,1082935;1082934,30 West 60th Street / 345 West 58th Street,New York,10019,58,50,84.5,89.9,89.2,45933305.6,48874898.7,5.4,121.3,126.5,128.1,65965018.5,68764286.8,10159547.2,2977592.6,2929124.3,2977593.0
2665431,Stellar - 3513-15 Broadway,1-02090-0036,1062362,3513-15 Broadway,New York,10031,54,50,101.0,109.0,103.9,9006419.3,9721541.6,5.8,141.3,148.8,145.3,12600228.0,13272311.4,1796278.7,526459.1,513262.8,526459.2
6779567,Zara - 57th Ave,4019020010,4047077,94-25 57th Ave,Queens,11373,100,50,12.9,12.3,38.0,2427309.0,2310972.7,3.6,36.2,34.5,106.5,6796465.1,6470723.6,2427309.0,711403.5,677307.3,711403.6
6694543,AKAM - 7 Gramercy Park,1-00876-7501,1017964,7 Gramercy Park,New York,10003,56,50,74.4,79.9,78.1,3182986.8,3421350.6,6.6,126.7,132.0,133.1,5423202.3,5650928.6,1000083.5,293107.7,282289.4,293107.7
2669318,SW - 36-25 Parsons Blvd,4-05014-0001,4113417,36-25 Parsons Boulevard,Queens,11354,68,50,81.2,87.7,91.9,5062890.3,5466636.6,3.0,104.2,110.2,117.9,6494155.0,6868162.1,673211.6,197307.0,188945.5,197307.0
12801726,Marathon: 545 Prospect Pl,3011560080,3395077,545 Prospect Pl,Brooklyn,11238,94,50,24.5,24.5,37.7,4534607.0,4534607.0,7.2,68.7,68.7,105.5,12696899.7,12696899.7,4534607.0,1329017.1,1329017.1,1329017.0
4946143,AKAM - 122 East 82nd Street,1-01510-0060,1047590,122 East 82nd Street,New York,10028,65,50,69.1,74.4,76.6,3682144.3,3961461.8,3.8,95.1,100.6,105.4,5068827.7,5362111.1,687186.4,201402.8,201402.8,201402.8
4951912,AKAM - 16 West 16th Street,1-00817-0029,1078651,16 West 16th Street,New York,10011,80,50,68.1,73.4,85.7,30290764.6,32645896.3,3.8,95.0,99.5,119.5,42238714.8,44261470.1,5961949.7,1747347.3,1671960.8,1747347.0
4940496,ZARA - 187-35 Hillside Avenue,4-09960-0005,4213409,187-35 Hillside Avenue,Jamaica,11432,33,50,95.6,99.2,85.8,6111986.6,6343464.1,6.0,137.4,140.2,123.3,8782162.5,8965834.5,1351186.6,396010.1,386065.5,396010.1
4952415,AKAM - 521 Park Avenue,1-01395-7502,1041910,521 Park Avenue,New York,10022,1,50,133.3,146.6,67.7,7191061.6,7912701.8,10.4,218.1,232.9,110.8,11766627.4,12565785.5,1955370.5,573086.2,560422.1,573086.3
2669177,SW - 910 West End Ave,1-01876-0061,1056604,910 West End Avenue,New York,10025,78,50,73.5,79.5,90.3,9750915.3,10540170.4,4.1,102.5,107.8,125.8,13588160.5,14295475.0,1914114.0,560994.6,540662.5,560994.7
4945813,200 East 32nd Street-The Future Condominium,1-00912-7502,1077352,200 East 32nd Street,New York,10016,86,50,71.9,75.2,104.8,15353532.9,16061695.6,14.3,158.2,164.4,230.5,33777302.8,35105115.5,10089196.2,2956973.9,3054820.5,2956974.0
15569043,DEPM 2882 - 200 East 59th Street,1-01332-7501,1090608,200 East 59th Street,New York,10022,92,50,38.5,38.5,56.9,5883497.3,5883497.3,8.0,87.9,87.9,129.9,13439954.7,13439954.7,4149875.8,1216258.9,1216258.9,1216259.0
10894159,Progressive - 256 East 169th Street,2-02450-0029,2002615,256 East 169th Street,Bronx,10456,55,50,93.4,98.1,96.5,2479154.5,2604880.8,5.7,133.6,137.1,138.1,3546186.6,3638700.1,538899.6,157942.4,151327.3,157942.4
3108513,DEPM 1662 - 120 East End Ave,1-01582-0023,1051245,120 East End Avenue,New York,10028,88,50,72.5,79.0,99.3,16282202.8,17741083.3,4.6,104.0,110.3,142.4,23340669.8,24751094.2,3568203.9,1045780.6,1025449.0,1045781.0
2790741,145 East 76th Street,1-01411-7501,1043173,145 East 76th Street,New York,10021,34,50,75.3,77.7,67.9,4963361.5,5124812.1,10.9,146.9,146.9,132.5,9687303.2,9688166.1,2557584.9,749585.2,721338.6,749585.3
6616451,Harmit Realities 120 West 30th St,1-00805-0071,1015148,114-120 West 30th St,Manhattan,10001,45,50,54.7,54.7,51.9,2693429.3,2693302.4,7.5,102.1,102.1,96.7,5023638.5,5023283.2,1254593.0,367700.1,367662.9,367700.2
2672569,DEPM 2470 - 230 Central Park South,1-01030-0048,1024921,230 Central Park South,New York,10019,19,50,77.5,82.1,61.8,6678328.9,7071802.9,9.1,135.8,140.6,108.2,11695047.4,12108195.1,2675886.9,784257.5,784257.5,784257.6
11878620,AKAM - 405 East 73rd Street,1-01468-0005,1076319,405 East 73rd Street,New York,10021,50,50,115.7,115.0,116.3,9275434.9,9214899.8,13.0,200.1,198.0,201.1,16044156.6,15874658.3,3602828.5,1055928.5,1038186.7,1055929.0
15568372,AKAM - 3850 Hudson Manor Terrace,2-05919-0460,2091927,3850 Hudson Manor Terrace,Bronx,10463,84,50,65.6,70.1,85.5,11675426.0,12484365.8,3.5,90.5,94.5,118.1,16115217.9,16817831.8,2203440.3,645791.3,621210.4,645791.4
2673415,DEPM 1184 - 203 East 72nd St,1-01427-0001,1085194,203 East 72nd Street,New York,10021,4,50,120.3,122.8,78.4,24835770.3,25351556.4,9.0,180.2,181.9,117.4,37191340.9,37540151.0,6407141.0,1877825.4,1847602.3,1877826.0
10894226,Progressive - 2271 Washington Avenue,2-03038-0029,2011340,2271 Washington Avenue,Bronx,10457,68,50,71.1,74.3,80.8,7959868.8,8320345.6,6.0,111.9,114.0,127.2,12525637.4,12762717.4,2381585.8,698002.8,674318.2,698002.9
6650066,Sapphire Center- 35-15 Parsons,4050030006,4113182,35-15 Parsons Blvd,Queens,11354,54,50,133.2,131.3,137.7,8789872.8,8664216.6,16.9,243.8,238.5,252.2,16092687.7,15740850.4,3921897.9,1149442.4,1112614.7,1149443.0
4040426,DEPM 1220 - 2 Fifth Avenue,1-00551-0001,1008850,2 Fifth Avenue,New York,10011,78,50,62.3,67.4,77.2,30130764.9,32595655.1,4.0,88.4,92.8,109.5,42729257.7,44873791.0,6857221.8,2009736.5,1953056.0,2009737.0
21294044,AKAM - 28-30 West 38th Street,1-00839-0063,1015975,28-30 West 38th Street,New York,10018,78,50,75.3,83.8,92.5,4205320.8,4682224.7,1.1,86.0,94.8,105.7,4806707.7,5297966.5,223497.6,65503.4,63914.0,65503.4
2665622,Stellar - 522 Ocean Avenue,3-05099-0106,3117116;3844063;3839898,522 Ocean Avenue,Brooklyn,11226,31,50,97.1,103.9,85.0,8269340.5,8853428.6,5.5,135.7,141.9,118.9,11561804.0,12088676.1,1645140.8,482163.1,467689.8,482163.2
2694382,DEPM 2618 - 863 Park Ave,1-01412-0001,1043184,863 Park Avenue,New York,10075,69,50,78.8,86.5,90.9,4173057.2,4578414.3,4.5,106.9,114.6,123.4,5660663.6,6070074.4,805927.0,236203.7,236203.7,236203.7
6694546,DEPM 2206 - 790 Madison Avenue,1-01381-0056,1041185,790 Madison Avenue,New York,10065,19,50,88.9,90.0,58.1,2661025.1,2694498.5,22.5,231.6,230.7,151.5,6932749.1,6904139.1,2336582.7,684813.1,672171.9,684813.2
2665696,Stonehenge - 108 West 15th Street,1-00790-0028,1014525,108 West 15th Street,New York,10011,35,50,95.7,103.0,86.3,5709816.7,6143161.0,6.6,137.5,144.9,124.0,8203459.4,8641137.2,1348263.1,395153.3,395153.3,395153.3
10894156,Progressive - 1140 Clay Avenue,2-02426-0012,2002070,1140 Clay Avenue,Bronx,10456,41,50,105.6,104.3,100.0,4445269.1,4392885.4,7.7,159.1,155.6,150.7,6698468.2,6551793.9,1160534.7,340133.2,324780.4,340133.3
7530289,SW - 516 East 79th Street,1-01490-0036,1046422,516 East 79th Street,New York,10075,100,50,18.1,17.7,63.4,804859.3,784209.6,4.8,48.6,47.3,169.8,2154334.8,2096515.4,748132.8,219265.2,213213.1,219265.2
12711955,Arden: 131 Beach 119th St,4162290041,4304877,131 Beach 119th St,Queens,11694,100,50,15.5,15.4,48.3,582810.0,578829.4,3.5,37.4,37.1,116.7,1408408.6,1397263.1,455119.0,133387.7,132221.1,133387.7
7530291,SW - 519 East 78th Street,1-01490-0015,1046416,519 East 78th Street,New York,10075,100,50,17.7,17.2,63.9,792502.5,767994.7,4.6,47.1,45.5,169.9,2106720.4,2038098.4,728338.7,213463.8,206281.0,213463.9
6616070,SW - 134 West 58th Street,1-01010-0046,1023735,134 West 58th Street,New York,10019,86,50,88.2,95.8,118.0,5488902.2,5958381.4,4.0,116.4,124.3,155.6,7240822.7,7733775.8,844271.6,247441.8,247441.8,247441.9
10894155,Progressive - 231 Steuben Street,5-02894-0001,5043579,231 Steuben Street,Staten Island,10304,74,50,62.2,64.8,73.9,8940459.9,9323549.8,5.4,100.0,100.3,118.9,14380512.4,14420035.9,2853159.7,836213.2,775466.1,836213.3
21205224,Astoria Blvd Property,4006520042,4538607,36-16 Astoria Blvd.,Long Island City,11103,71,50,66.7,70.4,76.1,1666390.8,1758894.6,7.0,112.3,115.4,128.1,2806470.4,2885158.1,603862.9,176982.1,173893.6,176982.1
2667225,SW - 27-10 30th Ave,4-00576-0036,4006916,27-10 30th Avenue,Queens,11102,61,50,97.1,103.8,104.7,4484619.5,4795053.3,4.7,131.5,137.4,141.7,6072257.3,6342421.6,779089.6,228338.1,218994.4,228338.1
11985530,DEPM 1042 - 130 Jane Street,1-00641-0010,1012075,130 Jane Street,New York,10014,92,50,45.7,46.6,66.7,2324612.0,2369017.3,6.3,83.9,86.4,122.4,4264480.3,4388815.1,1042078.7,305415.8,318430.2,305415.8
2665797,Stonehenge - 141 East 33rd Street,1-00889-0022,1018494,141 East 33rd Street,New York,10016,88,50,33.8,32.7,47.0,3428904.9,3317055.1,9.3,93.0,90.0,129.5,9447959.9,9134780.3,3341491.3,979335.0,946553.6,979335.1
21294060,AKAM - 805 Washington Avenue,3-01180-7503,3029645,805 Washington Avenue,Brooklyn,11238,99,50,21.0,21.4,40.0,1476578.9,1503776.8,6.3,58.7,59.8,111.9,4134421.0,4210575.1,1476578.9,432760.5,440731.7,432760.5
21295171,AKAM - Campus - Hillman Housing,1-00331-0120;1-00331-0065,1076783;1076784;1004065,500 Grand Street & 530 Grand Street & 550 Grand Street,New York,10002,44,50,96.3,96.3,92.8,83240175.5,83240175.5,4.7,129.0,129.0,124.4,111549494.5,111549494.5,13824662.5,4051776.3,4051776.3,4051777.0
10894242,Progressive - 1108 Findlay Avenue,2-02434-0047,2100937;2002269;2100938,1108 Findlay Avenue,Bronx,10456,30,50,114.6,121.5,100.8,3795121.4,4023789.0,9.0,176.4,181.4,155.1,5840264.4,6004239.9,1060221.1,310733.0,297983.8,310733.0
6690534,Stellar - 155 Ridge Street,1-00345-0020,1004141,155 Ridge Street,New York,10002,34,50,135.2,147.1,122.1,4602623.2,5008516.5,4.5,169.9,181.1,153.4,5782854.2,6167138.0,542914.2,159119.0,152101.1,159119.0
6667523,AKAM - 530 East 76th Street,1-01487-7502,1072696,530 East 76th Street,New York,10021,11,50,97.0,95.8,71.4,36123558.2,35669980.9,6.9,154.2,152.5,113.6,57452407.9,56794185.9,8796376.7,2578070.2,2557414.4,2578071.0
18305201,510 Gates Avenue,3-01814-0023,3051169,510 Gates Avenue,Brooklyn,11216,100,50,21.6,23.6,196.8,710498.7,777085.8,3.0,40.8,43.0,371.9,1342771.3,1412687.8,340998.7,99941.0,99941.0,99941.0
4407515,SW - 83-09 35th Avenue,4-01444-0032,4035531,83-09 35th Avenue,Queens,11372,4,50,141.2,151.3,91.8,7972344.9,8537848.4,3.5,169.4,179.3,110.2,9562352.3,10121522.5,694989.9,203689.9,197893.8,203689.9
2685921,DEPM 1434 - 245 East 54th St,1-01328-0021,1038575,245 East 54th Street,New York,10022,28,50,105.1,111.4,90.8,35118035.2,37205736.9,7.4,156.7,161.0,135.3,52338259.9,53772020.3,8836755.9,2589904.7,2462903.2,2589905.0
21053426,Carriage House Management : 1725-1739 Stillwell Avenue,3066437501,3396832,1725-1739 Stillwell Avenue,Brooklyn,11223,100,50,6.6,6.5,37.2,197500.2,193990.3,1.9,18.5,18.2,104.3,553000.6,543172.7,197500.2,57884.0,56855.3,57884.0
4951966,AKAM - 340 East 23rd Street,1-00928-7503,1020579,340 East 23rd Street,New York,10010,22,50,73.1,74.4,59.6,13976232.6,14228417.9,11.3,149.8,149.8,122.2,28646872.6,28655321.4,7576376.7,2220508.7,2169936.3,2220509.0
6667532,DEPM 1188 - 12 Beekman Place,1-01361-0039,1040084,12 Beekman Place,New York,10022,90,50,51.2,54.1,73.1,4793593.9,5065470.4,4.1,85.3,87.6,121.8,7987874.2,8203983.1,1390758.2,407607.9,387242.1,407607.9
21294045,AKAM - 212 East 48th Street,1-01321-0042,1037995,212 East 48th Street,New York,10017,66,50,76.4,83.1,85.4,3939959.0,4284412.7,4.1,105.5,111.8,118.0,5443578.6,5765760.9,746641.0,218827.9,212213.6,218827.9
20480745,27 Prospect Park West,3-01072-0040,3024968,27 Prospect Park West,Brooklyn,11215,92,50,63.4,68.6,93.8,3846409.5,4164681.6,2.9,84.1,89.2,124.5,5104972.2,5415980.7,609281.3,178570.1,174688.5,178570.1
4952700,AKAM - 34-20 79th Street,4-01265-0011,4029133,34-20 79th Street,Queens,11372,74,50,66.5,72.3,78.9,5044418.5,5485263.1,2.6,86.2,91.7,102.3,6539346.8,6955134.7,710118.5,208123.8,200235.9,208123.8
4952044,AKAM - 221 West 82nd Street,1-01230-7501,1076247,221 West 82nd Street,New York,10024,25,50,84.9,91.1,71.8,13751732.6,14757377.4,5.8,123.7,130.2,104.6,20033048.3,21088975.3,3196416.6,936816.0,936816.0,936816.1
